userName,content,score,at,appVersion,sentiment,processed_content
Rifi Ibnu siena,Makin kesini bukannya tambah baik malah tambah ancur nih aplikasi karya anak bangsa orang lain,1,2022-01-26 15:48:32,4.36.1,negative,kesini ancur nih aplikasi karya anak bangsa
Imam kurniawan,Jos gandos,5,2022-10-29 12:54:32,4.43.1,positive,jos gandos
Somad Solichun,Aplikasi parah sekali login tidak bisa daftar baru tidak bisa,1,2023-04-21 01:04:42,4.65.2,negative,aplikasi parah login daftar
Nadha Siti,Mantap,5,2023-12-20 09:20:37,4.78.3,positive,mantap
nida rizka,Sangat membantu perjalanan,5,2022-06-17 21:16:43,4.42.2,positive,bantu jalan
Adi Manalu,Ok,5,2022-11-23 19:05:46,4.52.2,positive,ok
Ceuceu Novi,Mantaappp,5,2023-06-13 03:35:42,4.68.1,positive,mantaappp
Muhammad Rizqiawan,Setelah saya mengeluh masalah update gopay plus dan direspon Sekarang saya dpat merasakan semua fiturnya yg sangat membantu dan bagus Terimakasih gojek,5,2022-03-02 09:48:08,4.23.2,positive,keluh update gopay plus direspon dpat rasa fiturnya bantu bagus terimakasih gojek
Muhammad Yusuf,Bagus,5,2022-02-12 15:34:44,4.36.1,positive,bagus
Mohamad Ari prastio,Bagus,5,2023-12-04 12:09:52,4.78.3,positive,bagus
Satsetyo Widodo,Good,5,2022-03-13 16:57:11,4.18.2,positive,good
Wardoyo Wardoyo,Oke mantap,5,2024-01-24 10:31:13,4.81.2,positive,oke mantap
Jian Nita,Ok,5,2021-12-28 05:45:49,4.34.1,positive,ok
asep suhendar,Sangat membantu sekali,5,2023-04-16 23:17:33,4.64.2,positive,bantu
Andika Mahardika,mantap,5,2022-07-26 15:36:40,4.47.1,positive,mantap
ananda chenel,Menolong sekali di saat buru,5,2022-12-27 16:28:40,4.56.1,positive,tolong buru
Valen Tamalo,Okk,5,2023-09-15 01:40:33,4.74.2,positive,okk
Misnadi Selamanya,Baik dan menguntungkan Cuma kurang bonus nya,5,2022-06-07 23:56:30,4.44.1,positive,untung bonus
agus salim,Okk,5,2023-12-27 02:22:53,4.78.3,positive,okk
Nur Aini,Puas,5,2023-05-22 21:57:09,4.66.1,positive,puas
Afdal Addal,Saya pesan kartu byu bayar pake GOPAY tapi kartunya tidak bisa diambil karna detail ordernya tidak muncul gmana cara balikin dana sy yaa,1,2021-12-30 04:01:31,4.34.1,negative,pesan kartu byu bayar pake gopay kartu ambil karna detail order muncul gmana balikin dana yaa
Aay Achmad,gbisa di install,3,2022-10-04 00:24:59,4.51.1,neutral,gbisa install
edy yulianto,Sangat membantu,5,2022-07-11 13:05:04,4.46.2,positive,bantu
Sano Manjiro,Hihihihaww,1,2022-06-01 09:44:25,4.23.2,negative,hihihihaww
Kusniah Kusniah,Pesan Makanan  Waktu Datang Gak Layak Giliran Komplain Gadirespon,1,2022-11-08 11:09:04,4.54.2,negative,pesan makan waktu layak gilir komplain gadirespon
Salma Kitty,AKUN GOJEK GABISA DIPAKE GIMANA CARANYA KALO MAU TUTUP AKUN,1,2022-03-17 17:08:39,4.39.2,negative,akun gojek gabisa dipake gimana tutup akun
Yutiara Lestari,Costumer service nya lemot bgt Ngurusin akun seminggu ga kelar2 Diperbaiki ya,1,2022-07-31 12:13:05,4.48.1,negative,costumer service lot banget ngurusin akun minggu kelar baik
Derk Musa,Sangat membantu perjalanan,5,2022-02-26 08:49:01,4.27.2,positive,bantu jalan
Rayo Ryan Taulu,Driver motornya di biarkan sengsara daripada sejahtera bila di hitung pendapatan perbulannya seperti penjaga toko yg gaji 15jtbulan bahkan kurang dr 15jt contoh jarak sangat dekat aja sekarang Rp 8000 bersihnya ke driver karena sudah dipotong 20 perordernya dari customer 10rb dipotong 2rb ini sudah tidak adil lagi bagi kami yang tiap tahun selalu aja diturunkan pendapatannya utk kesejahteraan driver Kamu bilang iritlah hematlah Tapi orang lain bilang kamu pelitlah,1,2022-05-21 14:07:12,4.43.3,negative,driver motor biar sengsara sejahtera hitung dapat bulan jaga toko gaji jtbulan jt contoh jarak aja rp bersih driver potong order customer rb potong rb adil tahun aja turun dapat sejahtera driver bilang irit hemat bilang pelit
Wiwin Hernawati,sangat membantu yg sedang tidak sempat masak kayak aku ini pulang kerja udah capek ya gofood aja simple tengkiu Gojek,5,2022-06-15 12:32:21,4.45.1,positive,bantu masak kayak pulang capek gofood aja simple tengkiu gojek
Septy Handayani,Cs tidak ramah dan tdk solutif,1,2021-11-07 03:32:49,4.25.2,negative,cs ramah solutif
dinda syafa,Sudah belakangan ini  pesen gofood  Apk nya di menit yg sama dan tidak berubah menit nya slalu msh di siapkan di resto dan driver menuju resto Tp tidak di update driver menuju pengantaran atau tmpt tujuan  Tahu2 driver sdh di dpn rmhkadang dpt driver yg kesel dan ngoceh2 karena mereka atau saya sdh chat tp masuk nya suka terlambat  ,5,2022-02-16 15:34:49,4.37.1,positive,sen gofood apk menit ubah menit slalu msh siap resto driver resto update driver antar tmpt tuju driver sdh dpn rmhkadang dpt driver kesel ngoceh sdh chat suka lambat
B L,Gojek map perjalanan nya ngaco  malah disuruh muter lebih jauh  jadi harganya lebih mahal ,1,2023-01-06 01:11:59,4.58.1,negative,gojek map jalan ngaco suruh muter harga mahal
Anda Juni,Udah gak jelas aplikasi nya udah dapet driver eh tanpa komunikasi langsung di batali nunggu nyampe 30mnt gua setan setan,1,2021-12-07 13:08:52,4.32.1,negative,aplikasi dapet driver eh komunikasi batal nunggu nyampe mnt gua setan setan
Desi Wulandari,Gila sih ongkir nya beda banget dari apk sebelah apk sebelah dengan tujuan sama ongkir cuma 5000 ini di gojek ongkir 12500,1,2022-11-18 11:42:42,4.55.2,negative,gila sih ongkir beda banget apk belah apk belah tuju ongkir gojek ongkir
Alfur qon,Sanggat membantu makasih gojek,5,2022-03-05 13:30:45,4.20.1,positive,sanggat bantu makasih gojek
Heri hernawan Susanto,Mantaap,3,2022-07-26 03:12:48,4.47.1,positive,mantaap
Dhevie Vhie,Ok,5,2022-08-02 03:52:09,4.47.1,positive,ok
Isabella Aedelwiese,Keseeeel banget sama gojek mau msuk akun yg dlu email cuma satu gk bisa di pake lgiharus bgt bkin email yg baru sdangkan klw nmer tlp kan beda sma emailkudu bkin lgi email klw mau gnti nomer heraaancoba di bkin fleksibel dong jek,2,2023-05-25 23:53:05,4.67.2,negative,keseeeel banget gojek msuk akun dlu email pake lgiharus banget bkin email sdangkan klw nmer tlp beda sma emailkudu bkin email klw gnti nomer heraaancoba bkin fleksibel jek
Alief Rahman,Oke semua,5,2021-11-25 05:38:42,4.26.1,positive,oke
Desi Rahman Haryanti,Bgus,4,2022-08-27 16:39:40,4.49.2,positive,bgus
Dessy Natalia,Terima kasih sangat membantu,5,2022-08-11 14:53:25,4.49.2,positive,terima kasih bantu
Neal Ramadhan,Aplikasi nya bagus,4,2022-08-30 03:56:12,4.50.1,positive,aplikasi bagus
Lisman Toni,mantap akurat,5,2024-02-01 15:17:26,4.81.2,positive,mantap akurat
Carissa Evelyn,Tq Gojekyg selalu ada disaat kami membutuhkan mu dan tepat waktu sampai tujuan ,5,2022-06-07 00:04:23,4.41.1,positive,tq gojekyg saat butuh waktu tuju
Alzi Pakpahan,Lumayan lebih murah ongkos nya,4,2022-05-08 12:21:03,4.40.1,positive,lumayan murah ongkos
Erny yusnita,Sangat membantu,5,2021-11-23 05:50:52,4.27.2,positive,bantu
Anang Rudi,Memudahkan semuanya,5,2022-02-27 05:52:59,4.37.2,positive,mudah
Tjutiongpohan tjutiongpohan,Sangat membantu,5,2022-04-19 06:47:38,4.36.1,positive,bantu
Alfira dianti,Oke,5,2022-01-13 01:09:07,4.27.2,positive,oke
BUNGURASIH CHANNEL,Lemot total,1,2023-12-01 11:33:11,4.78.3,negative,lot total
Yasni Ilyas,good,5,2022-04-22 07:21:11,4.38.2,positive,good
Anya Syah,Makin di update makin kurang memuaskan malah makin terbatas aksesnya Tolong balikin seperti awal,2,2024-01-22 08:42:45,4.81.1,negative,update muas batas akses tolong balikin
Wieta Shop,baik dan cepat,5,2023-05-27 22:35:15,4.66.1,positive,cepat
tresno pramono ajie weno,Overall lancar dan banyak membantu,4,2021-11-11 11:05:57,4.26.1,positive,overall lancar bantu
Hendi Septoadi,Cepat nyamanlah,4,2024-01-31 06:21:00,4.81.2,positive,cepat nyaman
Rita Safitri,semangattt ya,5,2022-08-03 05:51:32,4.48.1,positive,semangattt
Setyo Susanto,Asli punya Indonesia,5,2022-03-31 10:12:14,4.40.1,positive,asli indonesia
Shelli Putri,Sngat bgs,3,2022-05-27 22:19:12,4.43.1,neutral,sngat bgs
Eni Ningtias,Oc,5,2022-06-28 09:57:51,4.36.1,positive,oc
Brian Rahmarela,Driver2 anda kalau mengantar makanan diam saja Dibilang makasih pun diam saja Mau makan pesanannya juga sudah tidak mood dengan pelayanan jutek seperti itu Dan sudah kesekian kali seperti itu Tolonglah hargai org lain kalau ingin dihargai Yg dilayani oleh driver itu manusia bukan robot Bad service,1,2023-04-20 15:32:26,4.64.2,negative,driver antar makan diam bilang makasih diam makan pesan mood layan jutek sekian tolong harga harga layan driver manusia robot bad service
Maria Ninik,motor ada pelindung nya kereennn,5,2023-04-14 00:21:19,4.65.2,positive,motor lindung kereennn
Sukirman Ongky (Sukirman9595),Saya disini sangat membantu,5,2023-09-04 19:24:21,4.73.1,positive,bantu
Andrea Ayusari,gopay ngawurrr tiap mau bayar pasti gabisa dengan alasan internet bermasalah padahal pakai ewallet lain lancar lancar aja suka malu kalau lagi ngantri bayar lama karena bug gopay yang ga pernah dibenerin,1,2023-07-27 15:14:52,4.70.1,negative,gopay ngawurrr bayar gabisa alas internet masalah pakai ewallet lancar lancar aja suka malu ngantri bayar bug gopay dibenerin
Ihsan Septiana,Goog,5,2023-03-06 21:08:50,4.62.1,positive,goog
Suhadi Adi,Tolong go payleternya diaktifkan kembali  ga dipakai2 tpi diblock ,5,2022-03-22 23:19:00,4.40.1,positive,tolong go payleternya aktif pakai tpi diblock
aka bagus,Enjoy,5,2023-01-29 06:28:00,4.59.1,positive,enjoy
ilham weebee,Ini aplikasi gimana sihbanyak error nya,1,2023-01-13 11:02:05,4.58.1,negative,aplikasi gimana sihbanyak error
Irzal Budiman,Makin mahal aja ni aplikasi Payah,2,2022-05-22 02:33:43,4.42.2,negative,mahal aja ni aplikasi payah
Zumrotul Ulla,Mantap,5,2022-06-14 11:05:22,4.34.1,positive,mantap
jenry girsang,Good,5,2021-12-01 13:30:52,4.32.1,positive,good
Dwi Cahyono,Jadwal ga sesuai,5,2023-07-26 13:58:42,4.66.1,positive,jadwal sesuai
Feri,Untuk gofood klo kasih harga jgn yg gak masuk diakal Bos MAHAL bener dan jgn ada minimal pembelian bos jgn sampai kalah sama aplikasi tetangga support trs gojek,4,2021-12-16 01:35:39,4.33.1,positive,gofood kasih harga akal bos mahal minimal beli bos kalah aplikasi tetangga support trs gojek
Satra Adinata,Knapa gopay gk mau d buka Pdahal uda upgred Kerja sama bank jago gk mau dbuka Uda 2hri kyak gni trus,1,2022-07-08 00:06:00,4.46.2,negative,knapa gopay buka pdahal uda upgred bank jago dbuka uda hri kyak gni trus
SིྀaིྀmིྀNིྀiིྀcིྀ Pིྀ.Sིྀ,Cakep Oke dah,5,2022-07-07 07:43:21,4.47.1,positive,cakep oke
Dayu Muhtar Kamal,Apa apa pasti gojek mau keluar rumah pesen lewat gojek mau makan minum bayar apapun pasti lewat nih apk kkkkkk,5,2022-06-21 07:25:20,4.43.1,positive,gojek rumah sen gojek makan minum bayar apa nih apk kkkkkk
Arif Koto,Pake gojek sdh 4 tahun ajukan gopaylayter di tolakdgn alsan tidak yg bikin sakit hati,1,2022-05-08 13:35:11,4.42.2,negative,pake gojek sdh tahun aju gopaylayter tolakdgn alsan bikin sakit hati
Muhamad Adi Badrus Zaman,Ga pernah kebagian voucher  sekalinya ada goride gocar Orang yg dapat voucher malah pada manfaatin bug voucher sampai banyak yang makan gratis Saya yg pengguna normal biasa nyimak aja,1,2022-11-02 11:25:18,4.43.1,negative,bagi voucher sekali goride gocar voucher manfaatin bug voucher makan gratis guna normal nyimak aja
mita dewi,Untuk gofood na skarang tambah susah cari promo Dlu banyak ada promo menarik skrng smua makin di persulit,3,2022-09-02 06:31:00,4.50.1,negative,gofood na skarang susah cari promo dlu promo tarik skrng smua sulit
Indri Intihaiyah,Bagus,5,2021-11-15 21:49:16,4.31.1,positive,bagus
Patuan Manurung,Di fitur gofood buatkan fitur hubungi resto dong Suka lama resto siapin makan,3,2023-02-13 08:21:23,4.60.1,neutral,fitur gofood buat fitur hubung resto suka resto siapin makan
Handayani Yani,Buruk ga mumdahkan orang yg tidak paham makin di persulit upgrade no idea ditolak terus padahal boro2 punya hutang gopay saya mandet ga bisa di pake,1,2022-01-08 04:39:26,4.34.1,negative,buruk mumdahkan paham sulit upgrade no idea tolak boro hutang gopay mandet pake
Raditia saputra,Sering ngasih diskon bang wkkwkw v,5,2023-08-20 10:08:50,4.69.3,positive,ngasih diskon bang wkkwkw
Dwian Eldam,Makin lama aplikasinya makin buruk Okelah memang saya bukan pengguna yg baik dan selalu pakai gopaylater tapi kok saat ini jadi kendala buat saya ya Karna anak saya jadi susah menggunakannya untuk keadaan tertentu dan genting Sudah melakukan laporan tapi tidak membantu sama sekali,1,2023-06-05 11:15:31,4.67.2,negative,aplikasi buruk oke guna pakai gopaylater kendala karna anak susah guna genting lapor bantu
EXCEL,Ok,5,2022-01-04 15:11:33,4.34.1,positive,ok
Ina Fitri Nuraini,Seneng banget selalu dapet promosi,5,2022-02-14 06:37:27,4.36.1,positive,neng banget dapet promosi
Wawan hendriyanto,Bagus,5,2021-11-19 11:41:26,4.32.1,positive,bagus
Faza Akbar,Harga layanan nya mahal sekarang,5,2023-08-31 07:39:26,4.72.1,positive,harga layan mahal
love x self,Sukses terus,5,2021-11-11 22:40:41,4.31.1,positive,sukses
Riduan Damanik (Ridwan),Mantap,5,2022-01-27 11:01:24,4.35.1,positive,mantap
Ruben Filipi,Alamat sudah bener malah gk ada pas pilih manual sudah bener malah kegeser terus Wahai gojek anda mempersulit saya,1,2022-08-17 03:10:13,4.49.2,negative,alamat pas pilih manual geser gojek sulit
Sar Di,Bagus,5,2022-02-24 13:53:50,4.37.2,positive,bagus
Kevinho,Setiap mau mesen gada driver,1,2022-03-12 11:54:20,4.38.2,negative,mesen gada driver
Chindy Meling,Bagusss,5,2022-02-23 04:29:42,4.37.2,positive,bagusss
Faiza Syahmira p.,Aplikasi yang sangat membantu ,5,2022-06-16 05:53:45,4.45.1,positive,aplikasi bantu
June June,Sangat bermanfaat dan membantu,5,2023-06-07 01:51:27,4.67.2,positive,manfaat bantu
Rusli Rusdiana,Gojek memang top walaupun kita ga tau lokasi tetapi sampai ke tempat yang di tuju,5,2022-09-06 11:48:48,4.50.1,positive,gojek top lokasi
Denny Si Asfiyanto,Sangat membantu dikala dibutuhkan,5,2022-10-06 14:15:20,4.52.2,positive,bantu kala butuh
lana gaulz,Driver nya banyak pemalas selalu sibuk terus aru gerimis dikit udah malas aja kerjanya,1,2021-11-09 12:38:07,4.31.1,negative,driver malas sibuk aru gerimis dikit malas aja kerja
aan Feni,Siip,5,2021-11-13 14:30:48,4.31.1,positive,siip
Way Faisal,Ketika hujan driver banyak yg offsekali diberi sangsi dongsecara tidak langsung juga merugikan resto,1,2022-03-14 15:31:35,4.38.2,negative,hujan driver offsekali sangsi dongsecara rugi resto
Agus Rahmatulloh,Semakin pelit memberi potongan khususnya di go food Sekalinya ada potongan pakai bank lain go corp dan go tabungan apalah itu Semakin bobrok wajar pada ninggalin platform ini,1,2023-11-12 04:11:19,4.78.3,negative,pelit potong go food sekali potong pakai bank go corp go tabung apa bobrok wajar ninggalin platform
Jeane Chantika Putri,Error mulu sampe udah di uninstal masih lama load padahal internet lancar jaya,1,2023-08-14 11:06:48,4.72.1,negative,error mulu sampe uninstal load internet lancar jaya
Iik Ode,Bagus apl nya aman terpercaya,5,2022-09-21 16:20:55,4.48.1,positive,bagus apl aman percaya
Mumari Satul,driver GOCAR Wilayah Kuningan Jawa Barat sangat parah Tidak mau ambil orderan yang murah tarif nya karena pakai Voucher Saya Harap tim DSU bisa tindak tegas Kalau tidak mau narik mending ga usah jadi driver,1,2021-12-31 05:34:55,4.34.1,negative,driver gocar wilayah kuningan jawa barat parah ambil order murah tarif pakai voucher harap tim dsu tindak narik mending driver
Ucup The Movie,Oke,5,2022-03-13 11:10:29,4.36.1,positive,oke
CHRIS NA,Habis diupdate malah ga bisa dipakek,1,2023-12-11 10:01:01,4.79.2,negative,habis diupdate dipakek
Tono aja,Sangat bagus aplikasinya ,5,2022-12-06 04:19:31,4.56.1,positive,bagus aplikasi
warsana nana,War biasa,5,2023-11-27 23:09:57,4.78.3,positive,war
Nabil fadlan Maula,Drivernya menipu saya,1,2022-07-28 11:04:57,4.19.3,negative,drivernya tipu
Furqon Nurdin,Bintang yg berbicara,5,2023-12-05 12:09:43,4.79.2,positive,bintang bicara
muhammad iqbal,Tadi pesen jam 1 pagi ngk ada satupun driver yang mau ambil mereka beralasan jauh dari titik merek standby Hampir 5 driver saya order ngk ada yang mau,2,2023-11-30 00:29:17,4.78.3,negative,sen jam pagi ngk satu driver ambil alas titik merek standby driver order ngk
Ajeng luckyta wulandari,Sekarang Susah dapet driver nya,1,2022-04-29 04:57:08,4.42.2,negative,susah dapet driver
Suhariyanto M. Kom,Ok jozzxx topmarkotopjozzzzz gandozxzxx sippppp markosipppp,5,2021-12-09 01:34:17,4.33.1,positive,ok jozzxx topmarkotopjozzzzz gandozxzxx sippppp markosipppp
Saibatul Islamiyah,Sangat membantu sekali smnjk pke gopay,5,2022-01-01 07:26:40,4.34.1,positive,bantu smnjk pke gopay
reza apahlah,Ga jelas banget ga bisa bayar gopay koin,2,2022-07-31 12:11:22,4.48.1,negative,banget bayar gopay koin
Shanti & Wildan,Gooodddddd,5,2023-12-03 16:50:36,4.78.3,positive,gooodddddd
ivan dna,Cooll,5,2024-01-31 08:57:29,4.77.1,positive,cooll
Muzakki Brillian Ilamsyah,Sangat bagus dan dapat mempermudah dalam berpergian,5,2023-12-20 04:26:54,4.80.3,positive,bagus mudah pergi
Pormadi Simbolon,Harganya kadang terlalu mahal dibanding saingannya,4,2022-10-11 12:24:51,4.53.1,positive,harga kadang mahal banding saing
Putri Ayu,Memudahkan oke banget,5,2022-04-19 05:54:35,4.40.1,positive,mudah oke banget
Nining Indriyani.,Memudah kan perjalanan mau kemana pun dan kapan pun ga perlu ribet,5,2023-03-21 10:03:42,4.58.1,positive,mudah jalan mana ribet
Imam rahmatgunawan,Bagus,5,2023-12-29 05:56:06,4.44.1,positive,bagus
Baskoro Pringgodhanu,Saya cust setia Top,5,2023-07-09 06:42:20,4.69.3,positive,cust setia top
Anjas Mara,MODAL BESAR DPAT RECEH,1,2023-12-01 09:08:36,4.79.1,negative,modal dpat receh
Uus Rustandi,Oke,5,2022-02-01 14:48:49,4.35.1,positive,oke
Aghnia Humaira Munifa,Mantap baik dan ramah,4,2023-09-01 10:35:04,4.73.1,positive,mantap ramah
fbryn p.h,Tak kasih 5 ,5,2021-11-09 14:02:12,4.31.1,positive,kasih
yono ida,Kenapa setiap mau pake gojek yg car atau bike slalu gangguan dan di minta hub pusat pelayanan,5,2022-12-21 02:45:52,4.58.1,positive,pake gojek car bike slalu ganggu hub pusat layan
Siti Mariyam,Mudah dan nyaman,5,2022-04-11 09:04:37,4.35.1,positive,mudah nyaman
M Irvansyah,Mantap,5,2022-08-07 00:37:26,4.41.1,positive,mantap
Dwi Astuti,Tepat waktu,5,2022-10-20 08:03:07,4.54.2,positive,waktu
Rizal Marzuki,Alus anying,5,2022-04-06 04:03:46,4.37.2,positive,alus anying
Dic Si,Sangat membantu disaat tidak bisa keluar sukses slalu dan semakin maju,5,2021-12-05 10:34:16,4.33.1,positive,bantu saat sukses slalu maju
anggita Syahputri,Kode nya lama udah 1 tahun gak di kasih,1,2023-07-12 14:08:00,4.69.3,negative,kode tahun kasih
dian kartikasari,Sangat terbantu dg adanya apl gojek,5,2022-02-23 04:57:47,4.37.2,positive,bantu dg apl gojek
Nanik Nanik,Sangat membantu,5,2022-07-01 22:48:13,4.46.2,positive,bantu
Andra Teja,Usefull love it,5,2023-11-30 02:32:58,4.77.1,positive,usefull love it
Firhan Rifai,Apa apa an baru mau pakai paylater aja udah gk bisa belom dipakai udah gak bisa niat gak sih kok gk profesional banget gitu kinerjanya ya emang lama lama gak rekomendasi lagi ni GOJEK cuma bikin kesel ama kecewa orang aja udah daftar e tau nya gak bisa GAK NIAT banget layanan customer service aja gak ada emang gak jelas MENDING APLIKASI SEBELAH JELAS dari pd ini apaan,1,2023-02-26 14:26:53,4.62.1,negative,an pakai paylater aja pakai niat sih profesional banget gitu kerja emang rekomendasi ni gojek bikin kesel ama kecewa aja daftar niat banget layan customer service aja emang mending aplikasi belah
RIAN SAPUTRA,aplikator no Driver yes,1,2023-04-28 01:48:02,4.62.2,negative,aplikator no driver yes
Abu Dzar,Mudah di akses dan drivernya ramah,4,2022-03-13 13:47:40,4.38.2,positive,mudah akses drivernya ramah
Ihah Shalihah,Belum pernah mengecewakan Semoga seterusnya memberikan layanan prima,5,2023-09-09 06:19:37,4.73.1,positive,kecewa moga layan prima
Pengguna Google,Sangat mengesalkansupir gocar mengenakan biaya tol kepada sy padahal tdk melewati tolpembayaran pakai gopay tp kok kemudian ada hutang biaya tolsy komplaintp prosedur koreksinya malah sybgak pahamsy disuruh bayar dl hutang tol fiktif itutelusuri tuh supir kaliankejadian tgl 9 April 2022,1,2022-05-07 17:13:40,4.40.1,negative,mengesalkansupir gocar kena biaya tol lewat tolpembayaran pakai gopay hutang biaya tolsy komplaintp prosedur koreksi sybgak pahamsy suruh bayar dl hutang tol fiktif itutelusuri tuh supir kaliankejadian tgl april
